player_id,web_name,start_rate,minutes,expected_goals_per_90,expected_assists_per_90,expected_goals_conceded_per_90
462,Steur,0.0,0,0.0,0.0,0.0
504,Vuskovic,0.0,0,0.0,0.0,0.0
139,Ferguson,0.0,0,0.0,0.0,0.0
135,Yohanna,0.0,0,0.0,0.0,0.0
153,Disasi,0.0,0,0.0,0.0,0.0
152,Palestra,0.0,0,0.0,0.0,0.0
563,Morita,0.0,0,0.0,0.0,0.0
556,Targett,0.0,0,0.0,0.0,0.0
340,Gelhardt,0.0,0,0.0,0.0,0.0
299,Burstow,0.0,0,0.0,0.0,0.0
298,Destan,0.0,0,0.0,0.0,0.0
297,Gyabi,0.0,0,0.0,0.0,0.0
296,Akintola,0.0,0,0.0,0.0,0.0
295,McBurnie,0.0,0,0.0,0.0,0.0
294,Zambrano,0.0,0,0.0,0.0,0.0
293,Kamara,0.0,0,0.0,0.0,0.0
292,Ömür,0.0,0,0.0,0.0,0.0
291,Matazo,0.0,0,0.0,0.0,0.0
290,Slater,0.0,0,0.0,0.0,0.0
562,Maeda,0.0,0,0.0,0.0,0.0
554,Van Oevelen,0.0,0,0.0,0.0,0.0
324,Mehmeti,0.0,0,0.0,0.0,0.0
105,Anthony,0.0,0,0.0,0.0,0.0
479,Bindon,0.0,0,0.0,0.0,0.0
476,O.Richards,0.0,0,0.0,0.0,0.0
120,Svoboda,0.0,0,0.0,0.0,0.0
119,Costinha,0.0,0,0.0,0.0,0.0
65,J.Araujo,0.0,0,0.0,0.0,0.0
495,Austin,0.0,0,0.0,0.0,0.0
590,Benda,0.0,0,0.0,0.0,0.0
581,Diomande,0.0,0,0.0,0.0,0.0
558,Schlager,0.0,0,0.0,0.0,0.0
93,Schuster,0.0,0,0.0,0.0,0.0
92,Ji-soo,0.0,0,0.0,0.0,0.0
573,Sanchez,0.0,0,0.0,0.0,0.0
566,Silva,0.0,0,0.0,0.0,0.0
81,Rodríguez,0.0,0,0.0,0.0,0.0
111,Steele,0.0,0,0.0,0.0,0.0
565,Sangaré,0.0,0,0.0,0.0,0.0
108,Wilson,0.0,0,0.0,0.0,0.0
323,McAteer,0.0,0,0.0,0.0,0.0
322,Al-Hamadi,0.0,0,0.0,0.0,0.0
321,Walle Egeli,0.0,0,0.0,0.0,0.0
320,Akpom,0.0,0,0.0,0.0,0.0
319,Szmodics,0.0,0,0.0,0.0,0.0
318,Philogene,0.0,0,0.0,0.0,0.0
317,Hirst,0.0,0,0.0,0.0,0.0
316,Emersonn,0.0,0,0.0,0.0,0.0
315,Fatawu,0.0,0,0.0,0.0,0.0
314,Ogbene,0.0,0,0.0,0.0,0.0
313,Clarke,0.0,0,0.0,0.0,0.0
312,Taylor,0.0,0,0.0,0.0,0.0
311,Burns,0.0,0,0.0,0.0,0.0
310,Matusiwa,0.0,0,0.0,0.0,0.0
309,Núñez,0.0,0,0.0,0.0,0.0
308,Furlong,0.0,0,0.0,0.0,0.0
538,Hjelde,0.0,0,0.0,0.0,0.0
530,Patterson,0.0,0,0.0,0.0,0.0
523,Moore,0.0,0,0.0,0.0,0.0
557,Tzolis,0.0,0,0.0,0.0,0.0
23,Fábio Vieira,0.0,0,0.0,0.0,0.0
49,Iling Jr,0.0,0,0.0,0.0,0.0
39,Nedeljkovic,0.0,0,0.0,0.0,0.0
