gameweek,player_id,web_name,position,team_name,xp_predicted,now_cost_at_prediction,selected_by_percent_at_prediction,actual_points,points_per_game_at_prediction,ep_next_at_prediction,start_rate_at_prediction,xp_fresh_at_prediction,xp_horizon_at_prediction,xp_model_at_prediction,ep_x_start_rate_at_prediction,ep_x_availability_at_prediction
2,19,Zubimendi,MID,Arsenal,1.54,5.5,1.1,1.0,,,,,,,,
2,9,Hincapie,DEF,Arsenal,1.17,5.5,1.6,0.0,,,,,,,,
2,2,Arrizabalaga,GKP,Arsenal,0.05,5.0,0.1,0.0,,,,,,,,
2,3,Meslier,GKP,Arsenal,0.0,5.0,0.0,0.0,,,,,,,,
2,28,Martinez,GKP,Aston Villa,1.42,5.0,4.2,2.0,,,,,,,,
2,31,Konsa,DEF,Arsenal,1.61,4.5,11.7,1.0,,,,,,,,
2,27,G.Jesus,FWD,Arsenal,0.2,6.0,0.3,0.0,,,,,,,,
2,25,Gyökeres,FWD,Arsenal,1.61,7.5,7.9,0.0,,,,,,,,
2,24,Nelson,MID,Arsenal,0.0,5.5,0.0,0.0,,,,,,,,
2,23,Fábio Vieira,MID,Arsenal,0.0,5.5,0.0,0.0,,,,,,,,
2,179,Latibeaudiere,DEF,Coventry City,0.0,4.0,0.0,0.0,,,,,,,,
2,180,Woolfenden,DEF,Coventry City,0.0,4.0,0.2,0.0,,,,,,,,
2,181,Brau,DEF,Coventry City,0.0,4.0,0.0,0.0,,,,,,,,
2,519,Gallagher,MID,Spurs,1.77,5.5,0.3,0.0,,,,,,,,
2,501,Danso,DEF,Spurs,1.73,5.0,0.2,0.0,,,,,,,,
2,508,Davies,DEF,Spurs,0.35,4.0,1.1,0.0,,,,,,,,
2,509,Byfield,DEF,Spurs,0.0,4.0,0.1,0.0,,,,,,,,
2,510,Rowswell,DEF,Spurs,0.0,4.0,0.1,0.0,,,,,,,,
2,511,Souza,DEF,Spurs,0.17,4.0,0.3,0.0,,,,,,,,
2,117,Coppola,DEF,Brighton,0.07,4.5,0.0,0.0,,,,,,,,
2,118,Igor,DEF,Brighton,0.03,4.5,0.1,0.0,,,,,,,,
2,273,Phillips,GKP,Hull City,0.0,4.0,1.6,0.0,,,,,,,,
2,126,O'Riley,MID,Brighton,0.15,5.5,0.1,0.0,,,,,,,,
2,134,Oriola,MID,Brighton,0.0,4.5,0.3,0.0,,,,,,,,
2,328,Struijk,DEF,Brighton,1.77,5.0,0.2,0.0,,,,,,,,
2,256,Tete,DEF,Fulham,1.66,4.5,0.3,0.0,,,,,,,,
2,257,Bassey,DEF,Fulham,2.6,4.5,0.8,2.0,,,,,,,,
2,262,Smith Rowe,MID,Fulham,1.68,5.5,0.4,1.0,,,,,,,,
2,270,Reed,MID,Fulham,0.09,4.5,1.5,0.0,,,,,,,,
2,272,Kusi-Asare,FWD,Fulham,0.0,4.5,7.2,0.0,,,,,,,,
2,610,De Fougerolles,DEF,Fulham,3.75,4.0,0.0,0.0,,,,,,,,
2,245,Dibling,MID,Everton,0.22,5.5,0.0,0.0,,,,,,,,
2,287,Millar,MID,Hull City,0.0,5.0,0.1,6.0,,,,,,,,
2,288,Dowell,MID,Hull City,0.0,4.5,0.4,0.0,,,,,,,,
2,292,Ömür,MID,Hull City,0.0,5.0,0.0,0.0,,,,,,,,
2,111,Steele,GKP,Brighton,0.0,4.0,4.1,0.0,,,,,,,,
2,296,Akintola,MID,Hull City,0.0,5.0,0.0,0.0,,,,,,,,
2,574,Hjertø-Dahl,MID,Hull City,0.0,5.0,0.1,0.0,,,,,,,,
2,589,Gourna-Douath,MID,Hull City,0.0,5.0,0.0,1.0,,,,,,,,
2,300,Walton,GKP,Ipswich Town,0.0,4.5,0.5,0.0,,,,,,,,
2,301,Palmer,GKP,Ipswich Town,0.0,4.0,4.6,0.0,,,,,,,,
2,302,Button,GKP,Ipswich Town,0.0,4.0,0.5,0.0,,,,,,,,
2,594,David,FWD,Brighton,0.0,6.0,0.3,1.0,,,,,,,,
2,284,McCarthy,DEF,Hull City,0.0,4.0,0.1,0.0,,,,,,,,
2,602,Humphreys,MID,Ipswich Town,1.25,4.5,0.0,0.0,,,,,,,,
2,326,Perri,GKP,Leeds,0.97,4.5,0.6,0.0,,,,,,,,
2,303,Kipré,DEF,Ipswich Town,0.0,4.0,0.7,0.0,,,,,,,,
2,307,Johnson,DEF,Ipswich Town,0.0,4.0,0.1,0.0,,,,,,,,
2,308,Furlong,DEF,Ipswich Town,0.0,4.0,0.6,1.0,,,,,,,,
2,314,Ogbene,MID,Ipswich Town,0.0,5.0,0.0,0.0,,,,,,,,
2,91,Pinnock,DEF,Brentford,0.3,4.5,0.1,1.0,,,,,,,,
2,92,Ji-soo,DEF,Brentford,0.0,4.5,0.0,0.0,,,,,,,,
2,93,Schuster,DEF,Brentford,0.0,4.5,0.2,0.0,,,,,,,,
2,103,Dasilva,MID,Brentford,0.0,5.0,0.0,0.0,,,,,,,,
2,120,Svoboda,DEF,Brighton,0.0,5.0,0.1,0.0,,,,,,,,
2,136,Welbeck,FWD,Chelsea,3.15,6.0,1.1,0.0,,,,,,,,
2,142,James,DEF,Chelsea,3.08,5.5,10.2,1.0,,,,,,,,
2,145,Fofana,DEF,Chelsea,1.97,5.0,0.0,0.0,,,,,,,,
2,146,B.Badiashile,DEF,Chelsea,0.53,4.5,0.0,0.0,,,,,,,,
2,147,Tosin,DEF,Chelsea,0.73,4.5,0.2,0.0,,,,,,,,
2,149,Colwill,DEF,Chelsea,0.9,5.0,1.6,1.0,,,,,,,,
2,555,Matthews,GKP,Crystal Palace,0.0,4.0,1.8,0.0,,,,,,,,
2,318,Philogene,MID,Ipswich Town,0.0,5.5,0.2,0.0,,,,,,,,
2,322,Al-Hamadi,FWD,Ipswich Town,0.0,5.0,0.1,0.0,,,,,,,,
2,324,Mehmeti,MID,Ipswich Town,0.0,5.0,0.1,0.0,,,,,,,,
2,554,Van Oevelen,GKP,Ipswich Town,0.0,4.5,0.0,0.0,,,,,,,,
2,571,Florentino,MID,Ipswich Town,0.0,5.0,0.1,0.0,,,,,,,,
2,343,James,MID,Leeds,0.42,5.0,0.1,1.0,,,,,,,,
2,81,Rodríguez,FWD,Bournemouth,0.0,6.0,0.1,1.0,,,,,,,,
2,573,Sanchez,DEF,Bournemouth,0.0,4.5,0.2,0.0,,,,,,,,
2,83,Valdimarsson,GKP,Brentford,0.08,4.5,0.1,0.0,,,,,,,,
2,89,Henry,DEF,Brentford,0.91,4.5,0.3,1.0,,,,,,,,
2,106,Thiago,FWD,Brentford,4.48,8.0,17.1,2.0,,,,,,,,
2,107,Furo,FWD,Brentford,0.0,4.5,0.9,0.0,,,,,,,,
2,345,Tanaka,MID,Leeds,0.93,5.0,0.2,1.0,,,,,,,,
2,347,Nmecha,FWD,Leeds,1.06,5.5,0.6,4.0,,,,,,,,
2,598,Elvedi,DEF,Leeds,0.0,4.5,0.0,1.0,,,,,,,,
2,603,Lienou,DEF,Leeds,3.75,4.0,0.1,0.0,,,,,,,,
2,604,Cresswell,MID,Leeds,1.88,4.5,0.0,0.0,,,,,,,,
2,351,Mamardashvili,GKP,Liverpool,0.66,5.0,0.2,0.0,,,,,,,,
2,352,Woodman,GKP,Liverpool,0.11,4.0,1.1,0.0,,,,,,,,
2,355,Davies,GKP,Liverpool,0.0,4.0,0.1,0.0,,,,,,,,
2,357,Frimpong,DEF,Liverpool,1.66,5.5,3.5,1.0,,,,,,,,
2,358,Kerkez,DEF,Liverpool,2.72,5.5,3.7,1.0,,,,,,,,
2,74,Brooks,MID,Bournemouth,1.48,5.0,0.0,1.0,,,,,,,,
2,75,Christie,MID,Bournemouth,0.64,5.0,0.0,1.0,,,,,,,,
2,361,Lucky,DEF,Liverpool,0.0,4.0,0.1,0.0,,,,,,,,
2,364,Tsimikas,DEF,Liverpool,0.0,5.0,0.1,1.0,,,,,,,,
2,365,Ramsay,DEF,Liverpool,0.0,4.0,0.2,0.0,,,,,,,,
2,370,Chiesa,MID,Liverpool,0.1,5.5,0.1,0.0,,,,,,,,
2,374,Endo,MID,Liverpool,0.05,5.0,0.1,0.0,,,,,,,,
2,375,Nyoni,MID,Liverpool,0.0,5.0,0.0,1.0,,,,,,,,
2,378,McConnell,MID,Liverpool,0.0,4.5,0.3,0.0,,,,,,,,
2,595,Gozo,MID,Crystal Palace,0.0,5.0,0.0,1.0,,,,,,,,
2,227,Travers,GKP,Everton,0.0,5.0,0.0,0.0,,,,,,,,
2,228,King,GKP,Everton,0.0,4.5,0.0,0.0,,,,,,,,
2,231,Keane,DEF,Everton,2.15,5.0,1.5,0.0,,,,,,,,
2,232,O'Brien,DEF,Everton,2.49,5.0,0.5,0.0,,,,,,,,
2,234,Patterson,DEF,Everton,0.21,4.5,0.0,0.0,,,,,,,,
2,235,Aznou,DEF,Everton,0.0,4.0,0.2,0.0,,,,,,,,
2,168,Marc Guiu,FWD,Chelsea,0.13,5.0,0.5,0.0,,,,,,,,
2,205,Sosa,DEF,Crystal Palace,0.0,4.5,0.0,0.0,,,,,,,,
2,207,Mingueza,DEF,Crystal Palace,0.0,4.5,0.1,1.0,,,,,,,,
2,386,Bettinelli,GKP,Man City,0.0,4.5,0.0,0.0,,,,,,,,
2,62,Diakité,DEF,Bournemouth,0.94,5.0,0.2,0.0,,,,,,,,
2,420,Yoro,DEF,Man Utd,1.84,5.0,0.7,1.0,,,,,,,,
2,424,Amass,DEF,Man Utd,0.0,4.0,0.2,0.0,,,,,,,,
2,392,Aït-Nouri,DEF,Man City,1.09,5.5,0.9,0.0,,,,,,,,
2,396,Vitor Reis,DEF,Man City,0.0,4.5,0.0,1.0,,,,,,,,
2,401,Marmoush,FWD,Man City,0.66,7.0,1.0,2.0,,,,,,,,
2,403,Savinho,MID,Man City,0.65,6.5,0.3,0.0,,,,,,,,
2,405,N.Gonzalez,MID,Man City,1.0,5.5,0.1,2.0,,,,,,,,
2,407,Echeverri,MID,Man City,0.0,5.0,0.0,0.0,,,,,,,,
2,409,Mukasa,MID,Man City,0.0,4.5,0.2,0.0,,,,,,,,
2,383,Elliott,MID,Liverpool,0.08,5.5,0.1,0.0,,,,,,,,
2,212,Hughes,MID,Crystal Palace,0.8,4.5,11.4,0.0,,,,,,,,
2,213,Lerma,MID,Crystal Palace,0.79,5.0,0.1,0.0,,,,,,,,
2,215,Devenny,MID,Crystal Palace,0.37,5.0,0.0,0.0,,,,,,,,
2,216,Esse,MID,Crystal Palace,0.0,5.0,0.0,0.0,,,,,,,,
2,217,M.França,MID,Crystal Palace,0.0,5.0,0.0,0.0,,,,,,,,
2,218,Doucouré,MID,Crystal Palace,0.0,5.0,0.1,0.0,,,,,,,,
2,219,J.Rak-Sakyi,MID,Crystal Palace,0.0,5.0,0.0,0.0,,,,,,,,
2,221,Drakes-Thomas,MID,Crystal Palace,0.0,4.5,0.1,0.0,,,,,,,,
2,199,Benitez,GKP,Crystal Palace,0.05,4.5,0.1,0.0,,,,,,,,
2,201,Muñoz,DEF,Crystal Palace,2.23,5.5,9.1,0.0,,,,,,,,
2,415,Dorgu,MID,Man Utd,2.36,6.0,1.2,1.0,,,,,,,,
2,419,Martinez,DEF,Man Utd,1.33,5.0,1.4,1.0,,,,,,,,
2,434,J.Fletcher,MID,Man Utd,0.0,5.0,0.0,0.0,,,,,,,,
2,436,Collyer,MID,Man Utd,0.0,5.0,0.0,0.0,,,,,,,,
2,437,Bendito Mantato,MID,Man Utd,0.0,4.5,0.2,0.0,,,,,,,,
2,438,Fletcher,MID,Man Utd,0.0,4.5,0.3,0.0,,,,,,,,
2,440,Zirkzee,FWD,Man Utd,0.56,5.5,0.6,0.0,,,,,,,,
2,441,Obi,FWD,Man Utd,0.0,4.5,1.1,0.0,,,,,,,,
2,442,Pope,GKP,Newcastle,1.94,5.0,1.3,0.0,,,,,,,,
2,443,Gillespie,GKP,Newcastle,0.0,4.5,0.0,0.0,,,,,,,,
2,410,Monga,MID,Man City,0.0,5.0,0.0,0.0,,,,,,,,
2,587,Rulli,GKP,Man City,0.0,5.0,0.0,0.0,,,,,,,,
2,325,Darlow,GKP,Man Utd,2.0,4.5,0.0,0.0,,,,,,,,
2,158,Gittens,MID,Chelsea,0.51,6.0,0.0,0.0,,,,,,,,
2,163,D.Essugo,MID,Chelsea,0.0,4.5,0.2,0.0,,,,,,,,
2,166,N.Jackson,FWD,Chelsea,0.0,6.5,0.3,2.0,,,,,,,,
2,167,Delap,FWD,Chelsea,1.24,5.5,0.4,1.0,,,,,,,,
2,185,Sakamoto,MID,Coventry City,0.0,5.0,0.1,1.0,,,,,,,,
2,186,Mason-Clark,MID,Coventry City,0.0,5.5,0.1,1.0,,,,,,,,
2,187,Eccles,MID,Coventry City,0.0,5.0,0.0,0.0,,,,,,,,
2,55,Watkins,FWD,Aston Villa,1.97,8.0,9.4,0.0,,,,,,,,
2,597,Suzuki,GKP,Aston Villa,0.0,5.0,0.8,2.0,,,,,,,,
2,606,Rowe,DEF,Aston Villa,2.5,4.0,0.0,0.0,,,,,,,,
2,607,Lynch,MID,Aston Villa,1.25,4.5,0.0,0.0,,,,,,,,
2,58,Forster,GKP,Bournemouth,0.0,4.0,3.2,0.0,,,,,,,,
2,59,Dennis,GKP,Bournemouth,0.0,4.0,0.2,0.0,,,,,,,,
2,476,O.Richards,DEF,Nott'm Forest,0.0,4.0,0.2,0.0,,,,,,,,
2,456,J.Ramsey,MID,Newcastle,0.92,5.0,0.4,1.0,,,,,,,,
2,457,J.Murphy,MID,Newcastle,1.47,6.0,0.2,1.0,,,,,,,,
2,461,Touré,MID,Newcastle,0.0,6.0,0.2,1.0,,,,,,,,
2,463,Woltemade,FWD,Newcastle,1.82,6.0,1.7,4.0,,,,,,,,
2,34,Pau,DEF,Aston Villa,1.26,4.5,0.5,2.0,,,,,,,,
2,36,Maatsen,DEF,Aston Villa,1.26,4.5,0.8,1.0,,,,,,,,
2,38,A.García,DEF,Aston Villa,0.03,4.0,1.7,0.0,,,,,,,,
2,444,Jaouen,GKP,Newcastle,0.0,4.5,0.0,0.0,,,,,,,,
2,153,Disasi,DEF,Chelsea,0.0,4.5,0.1,1.0,,,,,,,,
2,192,Andrews,MID,Coventry City,0.0,4.5,0.7,0.0,,,,,,,,
2,599,Cherif,FWD,Coventry City,0.0,5.0,0.1,0.0,,,,,,,,
2,568,Barco,MID,Chelsea,0.0,5.5,0.1,1.0,,,,,,,,
2,578,Mudryk,MID,Chelsea,0.0,5.5,0.0,0.0,,,,,,,,
2,50,Burrowes,MID,Aston Villa,0.0,4.5,0.7,0.0,,,,,,,,
2,466,Neave,FWD,Newcastle,0.0,4.5,0.8,0.0,,,,,,,,
2,609,Shahar,DEF,Newcastle,3.75,4.0,0.1,0.0,,,,,,,,
2,468,John,GKP,Nott'm Forest,0.23,4.5,0.1,0.0,,,,,,,,
2,470,Morato,DEF,Nott'm Forest,0.69,5.0,0.0,0.0,,,,,,,,
2,477,Abbott,DEF,Nott'm Forest,0.08,4.0,0.3,0.0,,,,,,,,
2,479,Bindon,DEF,Nott'm Forest,0.0,4.0,0.2,0.0,,,,,,,,
2,482,Hudson-Odoi,MID,Nott'm Forest,1.04,6.0,0.3,1.0,,,,,,,,
2,484,Hutchinson,MID,Nott'm Forest,0.86,5.5,0.2,0.0,,,,,,,,
2,485,Bakwa,MID,Nott'm Forest,0.27,5.5,0.0,0.0,,,,,,,,
2,487,Dominguez,MID,Nott'm Forest,0.72,5.0,0.1,1.0,,,,,,,,
2,581,Diomande,DEF,Nott'm Forest,0.0,5.5,0.8,0.0,,,,,,,,
2,590,Benda,GKP,Nott'm Forest,0.0,4.5,0.1,0.0,,,,,,,,
2,495,Austin,GKP,Spurs,0.0,4.0,0.9,0.0,,,,,,,,
2,44,Bailey,MID,Aston Villa,0.16,5.5,0.2,0.0,,,,,,,,
2,189,Shepherd,MID,Coventry City,0.0,4.5,0.3,0.0,,,,,,,,
2,191,Borges Rodrigues,MID,Coventry City,0.0,4.5,0.2,0.0,,,,,,,,
2,22,Nwaneri,MID,Arsenal,0.0,5.5,0.0,0.0,,,,,,,,
2,524,Olusesi,MID,Spurs,0.0,4.5,0.9,0.0,,,,,,,,
2,528,Scarlett,FWD,Spurs,0.0,4.5,1.7,0.0,,,,,,,,
2,601,Williams-Barnett,MID,Spurs,2.5,4.5,0.0,0.0,,,,,,,,
2,531,Ellborg,GKP,Sunderland,0.27,4.5,0.1,0.0,,,,,,,,
2,532,Ballard,DEF,Sunderland,3.32,5.0,5.4,8.0,,,,,,,,
2,533,Mukiele,DEF,Sunderland,3.28,5.5,2.7,9.0,,,,,,,,
2,497,Dubravka,GKP,Spurs,2.58,4.0,19.0,0.0,,,,,,,,
2,171,Dovin,GKP,Coventry City,0.0,4.0,1.6,0.0,,,,,,,,
2,172,Wilson,GKP,Coventry City,0.0,4.5,0.5,0.0,,,,,,,,
2,174,Kitching,DEF,Coventry City,0.0,4.0,0.7,0.0,,,,,,,,
2,177,Kesler-Hayden,DEF,Coventry City,0.0,4.0,0.1,0.0,,,,,,,,
2,178,Bidwell,DEF,Coventry City,0.0,4.0,0.1,0.0,,,,,,,,
2,150,M.Sarr,DEF,Chelsea,0.14,4.5,0.1,0.0,,,,,,,,
2,251,Lecomte,GKP,Fulham,0.0,4.0,1.2,0.0,,,,,,,,
2,252,McNally,GKP,Fulham,0.0,4.0,0.2,0.0,,,,,,,,
2,253,Andersen,DEF,Fulham,2.46,5.0,0.0,1.0,,,,,,,,
2,537,Seelt,DEF,Sunderland,0.11,4.5,0.0,0.0,,,,,,,,
2,547,Mundle,MID,Sunderland,0.2,5.0,0.0,1.0,,,,,,,,
2,550,Jocelin.T,MID,Sunderland,0.08,5.0,0.0,0.0,,,,,,,,
2,169,Mheuka,FWD,Chelsea,0.0,4.5,0.4,0.0,,,,,,,,
2,170,Emegha,FWD,Chelsea,0.0,5.0,0.2,0.0,,,,,,,,
2,560,Penders,GKP,Chelsea,0.0,4.5,0.1,0.0,,,,,,,,
2,18,Martinelli,MID,Arsenal,0.72,6.5,0.2,0.0,,,,,,,,
2,20,Dowman,MID,Arsenal,0.1,5.5,0.1,0.0,,,,,,,,
2,32,Cash,DEF,Aston Villa,1.97,4.5,8.3,2.0,,,,,,,,
2,37,Lindelöf,DEF,Aston Villa,0.79,4.5,0.3,2.0,,,,,,,,
3,426,B.Fernandes,MID,Man Utd,5.24,12.0,48.3,2.0,,,,,,,,
3,399,Cherki,MID,Man City,3.28,7.7,22.8,3.0,,,,,,,,
3,8,Calafiori,DEF,Arsenal,2.67,5.6,42.7,2.0,,,,,,,,
3,165,João Pedro,FWD,Chelsea,1.3,7.6,69.7,1.0,,,,,,,,
3,154,Palmer,MID,Chelsea,1.24,9.6,18.1,1.0,,,,,,,,
3,279,Ajayi,DEF,Hull City,1.6,4.1,6.7,5.0,,,,,,,,
3,572,Tzolakis,GKP,Hull City,1.45,4.5,6.1,6.0,,,,,,,,
3,12,Saka,MID,Arsenal,2.62,9.5,10.4,2.0,,,,,,,,
3,229,Tarkowski,DEF,Everton,2.24,6.0,10.1,3.0,,,,,,,,
3,565,M.Sangaré,MID,Brentford,1.16,5.6,12.0,0.0,,,,,,,,
3,10,White,DEF,Arsenal,1.27,5.5,7.1,2.0,,,,,,,,
3,335,Stach,MID,Leeds,2.64,6.0,2.8,2.0,,,,,,,,
3,277,Egan,DEF,Hull City,1.45,4.0,3.7,6.0,,,,,,,,
3,115,De Cuyper,DEF,Brighton,3.93,4.7,13.5,4.0,,,,,,,,
3,454,Elanga,MID,Newcastle,1.76,6.1,7.1,1.0,,,,,,,,
3,367,Gakpo,MID,Liverpool,4.89,7.0,7.6,11.0,,,,,,,,
3,586,Mendy,DEF,Hull City,1.58,4.0,5.2,8.0,,,,,,,,
3,86,Lewis-Potter,MID,Brentford,3.27,5.5,1.7,2.0,,,,,,,,
3,544,Xhaka,MID,Sunderland,2.46,5.5,4.6,3.0,,,,,,,,
3,88,Kayode,DEF,Brentford,4.87,4.6,9.0,1.0,,,,,,,,
3,480,Gibbs-White,MID,Nott'm Forest,3.92,7.9,9.0,3.0,,,,,,,,
3,411,Haaland,FWD,Man City,6.5,15.5,70.2,9.0,,,,,,,,
3,124,Groß,MID,Brighton,2.74,5.5,14.0,1.0,,,,,,,,
3,391,Gvardiol,DEF,Man City,3.5,5.6,17.2,8.0,,,,,,,,
3,449,Hall,DEF,Newcastle,2.53,5.0,7.3,4.0,,,,,,,,
3,69,Scott,MID,Bournemouth,2.88,6.0,1.8,10.0,,,,,,,,
3,15,Ødegaard,MID,Arsenal,1.38,6.6,11.6,10.0,,,,,,,,
3,236,Dewsbury-Hall,MID,Everton,1.96,6.5,4.5,2.0,,,,,,,,
3,40,Rogers,MID,Chelsea,1.34,7.5,25.4,6.0,,,,,,,,
3,427,Mbeumo,MID,Man Utd,4.74,8.0,31.1,8.0,,,,,,,,
3,237,Ndiaye,MID,Everton,2.19,6.0,14.5,3.0,,,,,,,,
3,94,Schade,MID,Brentford,5.28,6.0,3.8,2.0,,,,,,,,
3,4,Gabriel,DEF,Arsenal,2.75,8.0,27.1,2.0,,,,,,,,
3,11,Mosquera,DEF,Arsenal,1.25,5.5,5.2,0.0,,,,,,,,
3,593,Dedić,DEF,Newcastle,1.39,4.5,1.7,1.0,,,,,,,,
3,385,Trafford,GKP,Leeds,1.08,5.0,5.0,3.0,,,,,,,,
3,258,Castagne,DEF,Fulham,2.28,4.5,0.7,1.0,,,,,,,,
3,282,Giles,DEF,Hull City,1.47,4.0,1.0,8.0,,,,,,,,
3,388,Guéhi,DEF,Man City,5.72,6.0,19.1,8.0,,,,,,,,
3,1,Raya,GKP,Arsenal,2.66,6.0,38.0,3.0,,,,,,,,
3,483,Ndoye,MID,Nott'm Forest,1.8,5.5,0.6,1.0,,,,,,,,
3,464,Wissa,FWD,Newcastle,1.62,6.1,9.4,1.0,,,,,,,,
3,332,Justin,DEF,Leeds,2.39,4.5,1.4,4.0,,,,,,,,
3,368,Szoboszlai,MID,Liverpool,4.87,7.0,41.9,3.0,,,,,,,,
3,87,Ajer,DEF,Brentford,2.85,4.5,4.6,2.0,,,,,,,,
3,173,Thomas,DEF,Coventry City,0.51,4.0,8.3,4.0,,,,,,,,
3,327,Bijol,DEF,Leeds,2.28,5.0,1.0,1.0,,,,,,,,
3,428,Cunha,MID,Man Utd,3.23,8.0,8.5,3.0,,,,,,,,
3,68,Tavernier,MID,Bournemouth,3.58,6.0,2.4,10.0,,,,,,,,
3,127,Gomez,MID,Brighton,4.1,5.0,4.3,2.0,,,,,,,,
3,591,Enciso,MID,Ipswich Town,0.58,5.5,0.6,1.0,,,,,,,,
3,334,Muharemović,DEF,Leeds,1.52,5.0,3.3,4.0,,,,,,,,
3,377,Munoz,MID,Liverpool,0.57,6.5,1.1,3.0,,,,,,,,
3,244,Armstrong,MID,Everton,0.76,5.0,0.3,1.0,,,,,,,,
3,226,Pickford,GKP,Everton,1.9,5.5,8.9,1.0,,,,,,,,
3,98,Janelt,MID,Brentford,2.28,5.0,0.6,11.0,,,,,,,,
3,398,Foden,MID,Man City,4.39,7.0,4.8,1.0,,,,,,,,
3,379,Isak,FWD,Liverpool,2.24,9.0,16.3,13.0,,,,,,,,
3,233,Mykolenko,DEF,Everton,1.86,4.5,1.7,1.0,,,,,,,,
3,249,Barry,FWD,Everton,1.85,5.5,4.1,2.0,,,,,,,,
3,230,Branthwaite,DEF,Everton,0.92,5.5,1.8,3.0,,,,,,,,
3,286,Belloumi,MID,Hull City,0.82,5.0,0.8,5.0,,,,,,,,
3,460,Willock,MID,Newcastle,1.03,5.0,0.4,2.0,,,,,,,,
3,445,Thiaw,DEF,Newcastle,3.31,5.0,1.9,-1.0,,,,,,,,
3,605,Yalcouyé,MID,Brighton,6.09,4.5,1.1,2.0,,,,,,,,
3,268,King,MID,Fulham,1.9,5.5,0.6,10.0,,,,,,,,
3,82,Kelleher,GKP,Brentford,3.97,5.0,6.9,2.0,,,,,,,,
3,84,Collins,DEF,Brentford,4.45,5.5,2.2,1.0,,,,,,,,
3,79,Evanilson,FWD,Bournemouth,3.18,6.0,3.2,2.0,,,,,,,,
3,346,Calvert-Lewin,FWD,Leeds,3.53,6.0,27.0,1.0,,,,,,,,
3,553,Isidor,FWD,Sunderland,0.83,5.5,1.0,4.0,,,,,,,,
3,533,Mukiele,DEF,Sunderland,2.61,5.5,2.4,4.0,,,,,,,,
3,567,Horníček,GKP,Newcastle,1.38,5.0,1.0,2.0,,,,,,,,
3,534,Hume,DEF,Sunderland,3.31,4.5,5.8,1.0,,,,,,,,
3,532,Ballard,DEF,Sunderland,2.65,5.0,4.5,4.0,,,,,,,,
3,26,Havertz,FWD,Arsenal,1.14,7.5,7.2,8.0,,,,,,,,
3,469,N.Williams,DEF,Nott'm Forest,3.54,5.0,8.6,7.0,,,,,,,,
3,447,Botman,DEF,Newcastle,2.33,5.0,0.6,1.0,,,,,,,,
3,290,Slater,MID,Hull City,0.82,4.5,4.5,3.0,,,,,,,,
3,305,Davis,DEF,Ipswich Town,0.92,4.0,5.0,1.0,,,,,,,,
3,551,Angulo,MID,Sunderland,1.18,5.0,0.1,2.0,,,,,,,,
3,161,Lavia,MID,Chelsea,0.36,5.0,0.1,1.0,,,,,,,,
3,156,Neto,MID,Chelsea,0.93,6.5,1.3,2.0,,,,,,,,
3,13,Rice,MID,Arsenal,2.22,7.5,15.4,5.0,,,,,,,,
3,330,Bogle,DEF,Leeds,3.37,4.5,0.5,14.0,,,,,,,,
3,569,Gonzalo,FWD,Fulham,0.67,6.0,4.5,2.0,,,,,,,,
3,541,Meunier,DEF,Sunderland,1.5,4.5,0.3,2.0,,,,,,,,
3,200,Lacroix,DEF,Chelsea,1.12,6.0,8.8,2.0,,,,,,,,
3,130,Wieffer,DEF,Brighton,3.78,5.0,0.5,0.0,,,,,,,,
3,529,Roefs,GKP,Sunderland,2.8,5.0,3.6,2.0,,,,,,,,
3,536,Reinildo,DEF,Sunderland,2.4,4.5,0.4,2.0,,,,,,,,
3,338,Ampadu,MID,Leeds,2.57,5.5,1.2,2.0,,,,,,,,
3,313,Clarke,MID,Ipswich Town,0.0,5.5,0.3,1.0,,,,,,,,
3,397,Semenyo,MID,Man City,5.25,8.5,21.4,6.0,,,,,,,,
3,557,Tzolis,MID,Arsenal,0.59,6.5,23.4,5.0,,,,,,,,
3,315,Fatawu,MID,Ipswich Town,0.53,5.5,0.2,2.0,,,,,,,,
3,371,Gravenberch,MID,Liverpool,2.94,6.0,1.8,1.0,,,,,,,,
3,43,Tielemans,MID,Man Utd,2.14,6.0,2.1,2.0,,,,,,,,
3,366,Wirtz,MID,Liverpool,4.37,7.5,10.4,3.0,,,,,,,,
3,459,L.Miley,MID,Newcastle,1.68,5.5,0.1,2.0,,,,,,,,
3,71,Cook,MID,Bournemouth,1.04,5.0,0.2,1.0,,,,,,,,
3,70,Kluivert,MID,Bournemouth,1.81,6.0,1.2,1.0,,,,,,,,
3,320,Akpom,FWD,Ipswich Town,0.0,5.0,0.8,0.0,,,,,,,,
3,309,Núñez,MID,Ipswich Town,0.53,5.0,0.1,0.0,,,,,,,,
3,287,Millar,MID,Hull City,0.0,5.0,0.1,0.0,,,,,,,,
3,295,McBurnie,FWD,Hull City,0.59,5.5,2.1,2.0,,,,,,,,
3,267,Lukić,MID,Ipswich Town,1.31,5.0,0.1,2.0,,,,,,,,
3,566,Silva,DEF,Bournemouth,1.42,5.0,0.4,1.0,,,,,,,,
3,210,Wharton,MID,Crystal Palace,2.64,5.5,0.9,2.0,,,,,,,,
3,211,Yeremy,MID,Crystal Palace,2.5,5.5,0.2,5.0,,,,,,,,
3,109,Verbruggen,GKP,Brighton,4.06,4.5,21.6,3.0,,,,,,,,
